rank,german,dutch,dutch_alt,dutch_article,pos,lemma_used,match_type,frequency,per_million
5383,analyse,analyse,ontleding,,Substantiv,,direct,1551,9.93
5384,hochzeitstag,bruiloftsdag,,,Substantiv,,direct,1550,9.93
5385,melodie,melodie,,,Substantiv,,direct,1550,9.93
5386,wehren,degen,,,Verb,,direct,1550,9.93
5387,pablo,,,,,,none,1549,9.92
5388,romantische,romantisch,,,Adjektiv,romantisch,lemma,1549,9.92
5389,zurückrufen,terugroepen,,,Verb,,direct,1549,9.92
5390,rente,pensioen,,,Substantiv,,direct,1548,9.91
5391,zeremonie,ceremonie,,de,Substantiv,,direct,1548,9.91
5392,platte,plaat,schijf,,Substantiv,,direct,1548,9.91
5393,now,,,,,,none,1547,9.91
5394,ersatz,surrogaat,vervanging,,Substantiv,,direct,1547,9.91
5395,mütze,muts,pet,de,Substantiv,,direct,1547,9.91
5396,veränderungen,verandering,,,Substantiv,Veränderung,lemma,1547,9.91
5397,zeugin,getuige,,,Substantiv,,direct,1546,9.90
5398,rührt,ontroeren,roeren; bewegen; zich verroeren,,Verb,rühren,lemma,1546,9.90
5399,versichert,verzekerd,,,,,direct,1545,9.89
5400,teilt,delen,verdelen,,Verb,teilen,lemma,1545,9.89
5401,russisch,Russisch,,,Substantiv,,direct,1544,9.89
5402,wundervolle,geweldig,,,Adjektiv,wundervoll,lemma,1544,9.89
5403,willy,,,,,,none,1544,9.89
5404,wiederhören,,,,,,none,1544,9.89
5405,passagiere,passagier,,,Substantiv,Passagier,lemma,1543,9.88
5406,diebe,dief,dievegge,de,Substantiv,Dieb,lemma,1542,9.87
5407,guckst,kijken,,,Verb,gucken,lemma,1542,9.87
5408,fließt,vloeien,stromen,,Verb,fließen,lemma,1541,9.87
5409,elend,ellende,,,Substantiv,,direct,1540,9.86
5410,andauernd,continu,,,Adjektiv,,direct,1540,9.86
5411,nicky,,,,,,none,1540,9.86
5412,ungeheuer,monster,,,Substantiv,,direct,1540,9.86
5413,fit,fit,,,Adjektiv,,direct,1540,9.86
5414,zeitverschwendung,tijdverspilling,,,Substantiv,,direct,1539,9.85
5415,ansicht,visie,,de,Substantiv,,direct,1539,9.85
5416,gefährliche,gevaarlijk,gevaarlijke,,Adjektiv,gefährlich,lemma,1539,9.85
5417,bell,blaffen,,,Verb,bellen,lemma,1539,9.85
5418,vierte,vierde,,,Adjektiv,,direct,1539,9.85
5419,verbrachte,doorbrengen,slijten; verbrengen; verslijten,,Verb,verbringen,lemma,1538,9.85
5420,zentimeter,centimeter,,de,Substantiv,,direct,1538,9.85
5421,trete,trappen,schoppen,,Verb,treten,lemma,1537,9.84
5422,politische,politiek,,,Adjektiv,politisch,lemma,1537,9.84
5423,interessen,interesse,belang,,Substantiv,Interesse,lemma,1537,9.84
5424,anlage,belegging,opzet,de,Substantiv,,direct,1537,9.84
5425,anderson,,,,,,none,1536,9.84
5426,autounfall,auto-ongeval,,,Substantiv,,direct,1536,9.84
5427,gefangener,gevangene,,,Substantiv,,direct,1536,9.84
5428,aufstand,opstand,rel,de,Substantiv,,direct,1535,9.83
5429,schafe,schaap,,het,Substantiv,Schaf,lemma,1535,9.83
5430,absolute,,,,,,none,1535,9.83
5431,kontakte,,,,,,none,1534,9.82
5432,trip,misstap,,,Substantiv,,direct,1533,9.82
5433,notizen,aantekening,notitie; bericht; notering,de,Substantiv,Notiz,lemma,1533,9.82
5434,ausgegeben,,,,,,none,1533,9.82
5435,versorgt,,,,,,none,1531,9.80
5436,gnaden,,,,,,none,1531,9.80
5437,piraten,piraat,,de,Substantiv,Pirat,lemma,1529,9.79
5438,eli,,,,,,none,1529,9.79
5439,stuart,,,,,,none,1529,9.79
5440,sowohl,zowel,,,Konjunktion,,direct,1529,9.79
5441,muskeln,spier,,,Substantiv,Muskel,lemma,1529,9.79
5442,unwahrscheinlich,onwaarschijnlijk,,,Adjektiv,,direct,1528,9.78
5443,steak,biefstuk,steak,de,Substantiv,,direct,1528,9.78
5444,japaner,Japanner,Japanees,,Substantiv,,direct,1526,9.77
5445,spritze,injectiespuit,,,Substantiv,,direct,1526,9.77
5446,there,,,,,,none,1526,9.77
5447,fesseln,boeien,,,Verb,,direct,1526,9.77
5448,umarmen,omhelzen,omarmen,,Verb,,direct,1525,9.77
5449,loser,gemeen,,,Substantiv,,direct,1525,9.77
5450,begleitet,,,,,,none,1524,9.76
5451,früheren,vroeg,pril,,Adjektiv,früh,lemma,1523,9.75
5452,ally,,,,,,none,1523,9.75
5453,wacht,toezien,,,Verb,wachen,lemma,1523,9.75
5454,morden,moorden,,,Verb,,direct,1523,9.75
5455,eingefallen,,,,,,none,1523,9.75
5456,fox,,,,,,none,1523,9.75
5457,schneide,galigaan,,,Substantiv,,direct,1522,9.75
5458,weiten,uitstrekken,,,Verb,,direct,1522,9.75
5459,times,,,,,,none,1521,9.74
5460,musiker,musicus,muzikant,de,Substantiv,,direct,1521,9.74
5461,reichweite,reikwijdte,,,Substantiv,,direct,1520,9.73
5462,hood,,,,,,none,1520,9.73
5463,maya,Maya,,,Substantiv,,direct,1520,9.73
5464,handys,mobieltje,mobiel,,Substantiv,Handy,lemma,1519,9.73
5465,öffentlichen,openbaar,publiek,,Adjektiv,öffentlich,lemma,1519,9.73
5466,beleidigen,beledigen,,,Verb,,direct,1518,9.72
5467,russischen,Russisch,,,Substantiv,russisch,lemma,1518,9.72
5468,gabriel,Gabriël,,,Substantiv,,direct,1518,9.72
5469,glenn,,,,,,none,1518,9.72
5470,erschien,verschijnen,,,Verb,erscheinen,lemma,1518,9.72
5471,romeo,,,,,,none,1517,9.71
5472,wünsch,wensen,,,Verb,wünschen,lemma,1517,9.71
5473,schach,schaakspel,schaak; schaken,,Substantiv,,direct,1516,9.71
5474,explodieren,exploderen,,,Verb,,direct,1516,9.71
5475,kater,kater,,de,Substantiv,,direct,1515,9.70
5476,wundern,verwonderen,zich verbazen; zich verwonderen,,Verb,,direct,1515,9.70
5477,französischen,Frans,Franse taal,de/het,Substantiv,französisch,lemma,1515,9.70
5478,thompson,,,,,,none,1515,9.70
5479,habs,,,,,,none,1514,9.69
5480,beeinflussen,beïnvloeden,,,Verb,,direct,1514,9.69
5481,heult,huilen,blèren,,Verb,heulen,lemma,1514,9.69
5482,hinfahren,doodgaan,,,Verb,,direct,1514,9.69
5483,bedingung,voorwaarde,omstandigheid,,Substantiv,,direct,1514,9.69
5484,empfinde,voelen,,,Verb,empfinden,lemma,1514,9.69
5485,top,topje,,,Substantiv,,direct,1513,9.69
5486,gemocht,mogen,,,Verb,mögen,lemma,1513,9.69
5487,heran,dicht,,,Lokaladverb,,direct,1513,9.69
5488,stella,,,,,,none,1513,9.69
5489,ärgern,ergeren,,,Verb,,direct,1513,9.69
5490,klingst,klinken,,,Verb,klingen,lemma,1512,9.68
5491,konkurrenz,concurrentie,,de,Substantiv,,direct,1512,9.68
5492,erfordert,,,,,,none,1512,9.68
5493,mädchens,meisje,meid,het,Substantiv,Mädchen,lemma,1511,9.68
5494,unsicher,onveilig,,,Adjektiv,,direct,1511,9.68
5495,festung,vesting,,,Substantiv,,direct,1511,9.68
5496,runden,afronden,,,Verb,,direct,1510,9.67
5497,detektiv,detective,,,Substantiv,,direct,1509,9.66
5498,pastor,pastoor,,,Substantiv,,direct,1509,9.66
5499,kratzer,schram,krabber; schrammetje,,Substantiv,,direct,1509,9.66
5500,junges,jeugdig,,,Substantiv,,direct,1507,9.65
5501,melissa,,,,,,none,1507,9.65
5502,gruselig,natuurramp,,,Adjektiv,,direct,1507,9.65
5503,flugzeuge,vliegtuig,,het,Substantiv,Flugzeug,lemma,1507,9.65
5504,durchgeführt,,,,,,none,1507,9.65
5505,intelligenz,intelligentie,,,Substantiv,,direct,1506,9.64
5506,stieg,stijgen,,,Verb,steigen,lemma,1506,9.64
5507,zugestimmt,toestemmen,,,Verb,zustimmen,lemma,1506,9.64
5508,mutti,mammie,,,Substantiv,,direct,1506,9.64
5509,genieße,genieten,,,Verb,genießen,lemma,1506,9.64
5510,schützt,beschermen,,,Verb,schützen,lemma,1506,9.64
5511,rückzug,aftocht,,,Substantiv,,direct,1506,9.64
5512,konzentriert,,,,,,none,1506,9.64
5513,schäme,schamen,,,Verb,schämen,lemma,1505,9.64
5514,reserviert,,,,,,none,1504,9.63
5515,goldenen,gouden,,,Adjektiv,golden,lemma,1504,9.63
5516,bude,keet,,,Substantiv,,direct,1504,9.63
5517,metall,metaal,,,Substantiv,,direct,1504,9.63
5518,kane,,,,,,none,1502,9.62
5519,jacques,,,,,,none,1502,9.62
5520,nüchtern,nuchter,,,Adjektiv,,direct,1502,9.62
5521,absichten,opzet,voornemen,de,Substantiv,Absicht,lemma,1501,9.61
5522,south,,,,,,none,1501,9.61
5523,handschuhe,handschoen,,de,Substantiv,Handschuh,lemma,1500,9.60
5524,erschießt,doodschieten,neerschieten,,Verb,erschießen,lemma,1500,9.60
5525,arrangiert,,,,,,none,1500,9.60
5526,verwundet,gewond,,,Adjektiv,,direct,1499,9.60
5527,debbie,,,,,,none,1498,9.59
5528,bates,,,,,,none,1498,9.59
5529,anfühlt,aanboren,,,Verb,anfühlen,lemma,1498,9.59
5530,drückt,duwen,,,Verb,drücken,lemma,1498,9.59
5531,absagen,afzeggen,,,Verb,,direct,1498,9.59
5532,behalt,houden,,,Verb,behalten,lemma,1498,9.59
5533,einiger,enigen,,,Indefinitpronomen,einige,lemma,1497,9.59
5534,russische,Russisch,,,Substantiv,russisch,lemma,1497,9.59
5535,beeindrucken,imponeren,,,Verb,,direct,1497,9.59
5536,düstere,duister,,,Adjektiv,düster,lemma,1496,9.58
5537,geschäftlich,commercieel,,,Adjektiv,,direct,1496,9.58
5538,egoistisch,egoïstisch,,,Adjektiv,,direct,1496,9.58
5539,mario,,,,,,none,1496,9.58
5540,rocky,,,,,,none,1496,9.58
5541,ranch,landgoed,,,Substantiv,,direct,1495,9.57
5542,pat,,,,,,none,1495,9.57
5543,gerücht,gerucht,,,Substantiv,,direct,1494,9.57
5544,jen,,,,,,none,1494,9.57
5545,temperatur,temperatuur,,de,Substantiv,,direct,1494,9.57
5546,weggenommen,wegnemen,,,Verb,wegnehmen,lemma,1493,9.56
5547,tickets,ticket,,,Substantiv,Ticket,lemma,1492,9.55
5548,li,,,,,,none,1492,9.55
5549,ablenken,afleiden,,,Verb,,direct,1492,9.55
5550,verletzung,schending,verwonding,,Substantiv,,direct,1492,9.55
5551,anwesend,aanwezig,,,Adjektiv,,direct,1492,9.55
5552,umlegen,achteroverslaan,,,Verb,,direct,1492,9.55
5553,einfachen,eenvoudig,enkel; gewoonweg,,Adjektiv,einfach,lemma,1491,9.55
5554,gehorchen,gehoorzamen,,,Verb,,direct,1490,9.54
5555,gemalt,schilderen,tekenen; trekken,,Verb,malen,lemma,1490,9.54
5556,duncan,,,,,,none,1489,9.53
5557,räuber,rover,,de,Substantiv,,direct,1489,9.53
5558,adler,arend,Arend; adelaar,de,Substantiv,,direct,1488,9.53
5559,süßigkeiten,snoep,snoepgoed; zoetigheid,de,Substantiv,Süßigkeit,lemma,1488,9.53
5560,lunge,long,,de,Substantiv,,direct,1487,9.52
5561,zurückziehen,terugtrekken,,,Verb,,direct,1487,9.52
5562,wyatt,,,,,,none,1486,9.52
5563,sonnenuntergang,zonsondergang,,de,Substantiv,,direct,1486,9.52
5564,oper,opera,,,Substantiv,,direct,1485,9.51
5565,agentur,agentschap,,,Substantiv,,direct,1484,9.50
5566,kühe,koe,,de,Substantiv,Kuh,lemma,1484,9.50
5567,aufräumen,opruimen,,,Verb,,direct,1484,9.50
5568,krach,ruzie,,de,Substantiv,,direct,1484,9.50
5569,sharon,,,,,,none,1484,9.50
5570,ablehnen,afwijzen,weigeren; verwerpen,,Verb,,direct,1483,9.50
5571,graham,,,,,,none,1483,9.50
5572,pfeil,pijl,,de,Substantiv,,direct,1483,9.50
5573,unbekannte,onbekend,,,Substantiv,,direct,1483,9.50
5574,aussprechen,uitspreken,,,Verb,,direct,1483,9.50
5575,route,route,,,Substantiv,,direct,1482,9.49
5576,emotional,emotioneel,,,Adjektiv,,direct,1482,9.49
5577,belästigen,lastigvallen,,,Verb,,direct,1482,9.49
5578,kälte,kou,koude,,Substantiv,,direct,1482,9.49
5579,sektor,sector,,,Substantiv,,direct,1482,9.49
5580,blockiert,,,,,,none,1481,9.48
5581,öffentliche,openbaar,publiek,,Adjektiv,öffentlich,lemma,1481,9.48
5582,schweden,Zweden,,het,Substantiv,,direct,1481,9.48
5583,gates,,,,,,none,1481,9.48
5584,häuptling,opperhoofd,,,Substantiv,,direct,1480,9.48
5585,märz,maart,buienmaand; dorremaand; guldenmaand,de,Substantiv,,direct,1480,9.48
5586,nummern,nummer,,,Substantiv,Nummer,lemma,1480,9.48
5587,dar,,,,,,none,1479,9.47
5588,irrst,vergissen,,,Verb,irren,lemma,1479,9.47
5589,leite,leiden,runnen,,Verb,leiten,lemma,1479,9.47
5590,frosch,kikker,kikvors; vors; puit,de,Substantiv,,direct,1478,9.46
5591,vorübergehend,voorbijgaand,tijdelijk; vooralsnog,,Adjektiv,,direct,1478,9.46
5592,büchern,boek,,het,Substantiv,Buch,lemma,1478,9.46
5593,mick,,,,,,none,1477,9.46
5594,miese,tekort,,,Substantiv,,direct,1477,9.46
5595,anfangs,aanvankelijk,,,Adverb,,direct,1476,9.45
5596,verwandt,verwant,,,Adjektiv,,direct,1476,9.45
5597,gefährdet,,,,,,none,1475,9.44
5598,cola,cola,,,Substantiv,,direct,1475,9.44
5599,falscher,vals,verkeerd; fout; nep,,Adjektiv,falsch,lemma,1475,9.44
5600,kara,,,,,,none,1475,9.44
5601,verängstigt,bangelijk,,,Adjektiv,,direct,1474,9.44
5602,quellen,kwellen,,,Verb,,direct,1474,9.44
5603,republik,republiek,,,Substantiv,,direct,1474,9.44
5604,us,,,,,,none,1474,9.44
5605,silber,zilver,,,Substantiv,,direct,1474,9.44
5606,aß,eten,schaften,,Verb,essen,lemma,1474,9.44
5607,umschlag,envelop,ommekeer,,Substantiv,,direct,1473,9.43
5608,freust,verheugen,,,Verb,freuen,lemma,1472,9.43
5609,hinsicht,opzicht,,,Substantiv,,direct,1472,9.43
5610,ereignis,gebeurtenis,,,Substantiv,,direct,1472,9.43
5611,beschissene,schijt,,,Adjektiv,beschissen,lemma,1472,9.43
5612,vergraben,begraven,,,Verb,,direct,1471,9.42
5613,gebunden,gehouden,,,,,direct,1471,9.42
5614,marion,,,,,,none,1471,9.42
5615,ente,eend,woerd,,Substantiv,,direct,1471,9.42
5616,gläser,glas,drinkglas,,Substantiv,Glas,lemma,1470,9.41
5617,kommentar,commentaar,,,Substantiv,,direct,1470,9.41
5618,doppelte,alleenstaand,,,Verb,doppeln,lemma,1470,9.41
5619,boris,,,,,,none,1469,9.41
5620,sanfte,stil,,,Adjektiv,sanft,lemma,1469,9.41
5621,gibbs,,,,,,none,1469,9.41
5622,lola,,,,,,none,1469,9.41
5623,buck,,,,,,none,1469,9.41
5624,zivilisation,beschaving,,de,Substantiv,,direct,1469,9.41
5625,tiefen,diep,,,Adjektiv,tief,lemma,1469,9.41
5626,reicher,,,,,,none,1468,9.40
5627,verhaftung,aanhouding,,,Substantiv,,direct,1468,9.40
5628,meldung,melding,,de,Substantiv,,direct,1468,9.40
5629,bohnen,boon,,,Substantiv,Bohne,lemma,1468,9.40
5630,pfeifen,fluiten,maling hebben aan,,Verb,,direct,1465,9.38
5631,hall,echo,,,Substantiv,,direct,1465,9.38
5632,leon,Leeuw,,de,Substantiv,,direct,1465,9.38
5633,raketen,raket,vuurpijl,,Substantiv,Rakete,lemma,1465,9.38
5634,gutem,goed,,,Adjektiv,gut,lemma,1464,9.37
5635,versetzen,verplaatsen,,,Verb,,direct,1464,9.37
5636,ziege,geit,,,Substantiv,,direct,1464,9.37
5637,löwe,leeuw,Leeuw; Leo,de,Substantiv,,direct,1463,9.37
5638,cat,CAT,,,,,direct,1463,9.37
5639,central,,,,,,none,1463,9.37
5640,tötest,doden,,,Verb,töten,lemma,1463,9.37
5641,pierce,,,,,,none,1463,9.37
5642,privatsphäre,afzondering,,,Substantiv,,direct,1463,9.37
5643,büßen,boeten,goedmaken,,Verb,,direct,1463,9.37
5644,kalten,koud,kil,,Adjektiv,kalt,lemma,1462,9.36
5645,eid,eed,,de,Substantiv,,direct,1461,9.36
5646,burschen,jongen,knaap; joch; jochie,de,Substantiv,Bursche,lemma,1461,9.36
5647,zweit,,,,,,none,1461,9.36
5648,unterscheiden,onderscheiden,verschillen; onderkennen; schillen,,Verb,,direct,1461,9.36
5649,gerechnet,rekenen,,,Verb,rechnen,lemma,1461,9.36
5650,telegramm,telegram,,,Substantiv,,direct,1460,9.35
5651,sprecht,spreken,praten,,Verb,sprechen,lemma,1460,9.35
5652,babysitter,baby-sitter,babysitter,,Substantiv,,direct,1460,9.35
5653,pfad,pad,,de,Substantiv,,direct,1460,9.35
5654,getanzt,dansen,,,Verb,tanzen,lemma,1459,9.34
5655,mafia,maffia,,,Substantiv,,direct,1459,9.34
5656,verteidigt,,,,,,none,1458,9.34
5657,abschalten,uitdoen,,,Verb,,direct,1458,9.34
5658,wellen,Wellen,,,Substantiv,,direct,1458,9.34
5659,besoffen,bezopen,,,Adjektiv,,direct,1458,9.34
5660,diensten,dienst,,de,Substantiv,Dienst,lemma,1458,9.34
5661,abschließen,op slot doen,,,Verb,,direct,1457,9.33
5662,angehalten,stoppen,,,Verb,anhalten,lemma,1456,9.32
5663,doyle,,,,,,none,1455,9.32
5664,assistent,assistent,,de,Substantiv,,direct,1454,9.31
5665,ketten,aaneenrijging,,,Verb,,direct,1454,9.31
5666,reist,reizen,,,Verb,reisen,lemma,1454,9.31
5667,merkst,onthouden,bemerken; merken,,Verb,merken,lemma,1453,9.30
5668,bot,bot,,de,Substantiv,,direct,1453,9.30
5669,gwen,,,,,,none,1453,9.30
5670,inwiefern,als,,,Adverb,,direct,1452,9.30
5671,pille,pil,,,Substantiv,,direct,1452,9.30
5672,bock,bok,goesting; zin,,Substantiv,,direct,1452,9.30
5673,korb,mand,korf,de,Substantiv,,direct,1452,9.30
5674,herrschaften,heerlijkheid,,,Substantiv,Herrschaft,lemma,1452,9.30
5675,en,,,,,,none,1451,9.29
5676,bedauern,betreuren,,,Verb,,direct,1451,9.29
5677,angefasst,,,,,,none,1451,9.29
5678,heißer,heet,,,Adjektiv,heiß,lemma,1451,9.29
5679,aufrichtig,oprecht,,,Adjektiv,,direct,1450,9.28
5680,conrad,,,,,,none,1450,9.28
5681,versorgen,verzorgen,zorgen,,Verb,,direct,1450,9.28
5682,sperren,schorsen,,,Verb,,direct,1450,9.28
5683,naiv,naïef,,,Adjektiv,,direct,1449,9.28
5684,mauern,metselen,,,,,direct,1449,9.28
5685,hugo,Hugo,,,Substantiv,,direct,1448,9.27
5686,erweisen,betonen,,,Verb,,direct,1448,9.27
5687,zurücklassen,achterlaten,,,Verb,,direct,1448,9.27
5688,samurai,samoerai,,de,Substantiv,,direct,1447,9.27
5689,hoffnungen,hoop,,de,Substantiv,Hoffnung,lemma,1447,9.27
5690,feststellen,vaststellen,,,Verb,,direct,1447,9.27
5691,finch,,,,,,none,1446,9.26
5692,mandanten,cliënt,,de,Substantiv,Mandant,lemma,1446,9.26
5693,quartier,accommodatie,,de,Substantiv,,direct,1446,9.26
5694,philippe,,,,,,none,1445,9.25
5695,neidisch,afgunstig,nijdig,,Adjektiv,,direct,1445,9.25
5696,alicia,,,,,,none,1445,9.25
5697,chips,chips,,,,,direct,1445,9.25
5698,zugelassen,toelaten,,,Verb,zulassen,lemma,1444,9.25
5699,weibliche,vrouwelijk,,,Adjektiv,weiblich,lemma,1443,9.24
5700,schlauer,sluw,gewiekst; snugger,,Adjektiv,schlau,lemma,1443,9.24
5701,vorwürfe,verwijt,,,Substantiv,Vorwurf,lemma,1443,9.24
5702,aushalten,voortduren,,,Verb,,direct,1443,9.24
5703,einschlafen,in slaap vallen,,,Verb,,direct,1443,9.24
5704,transport,transport,,,Substantiv,,direct,1442,9.23
5705,laptop,portátil,,,Substantiv,,direct,1442,9.23
5706,arrangieren,ordenen,,,Verb,,direct,1442,9.23
5707,städte,stad,,de,Substantiv,Stadt,lemma,1441,9.23
5708,vorzustellen,introduceren,voorstellen,,Verb,vorstellen,lemma,1441,9.23
5709,unterm,,,,,,none,1440,9.22
5710,flash,,,,,,none,1440,9.22
5711,status,status,,de,Substantiv,,direct,1440,9.22
5712,bond,,,,,,none,1440,9.22
5713,stephanie,,,,,,none,1440,9.22
5714,zweifellos,ongetwijfeld,zonder twijfel,,Adverb,,direct,1440,9.22
5715,rückwärts,terug,,,Lokaladverb,,direct,1439,9.21
5716,skandal,schandaal,,,Substantiv,,direct,1439,9.21
5717,angebracht,gepast,,,Adjektiv,,direct,1439,9.21
5718,pressen,persen,,,Verb,,direct,1439,9.21
5719,tschuldigung,,,,,,none,1438,9.21
5720,papierkram,paperassen,papieren romp,,Substantiv,,direct,1438,9.21
5721,trat,trappen,schoppen,,Verb,treten,lemma,1438,9.21
5722,gemeinschaft,gemeenschap,,de,Substantiv,,direct,1438,9.21
5723,instinkt,instinct,,,Substantiv,,direct,1438,9.21
5724,flitterwochen,huwelijksreis,wittebroodsweken,,Substantiv,,direct,1437,9.20
5725,narbe,litteken,,,Substantiv,,direct,1437,9.20
5726,kombination,combinatie,,,Substantiv,,direct,1437,9.20
5727,vorgesetzten,,,,,,none,1437,9.20
5728,ausprobieren,uitproberen,,,Verb,,direct,1437,9.20
5729,solcher,zodanig,zulk,,Demonstrativpronomen,solch,lemma,1436,9.20
5730,sexuelle,seksueel,seksuele,,Adjektiv,sexuell,lemma,1436,9.20
5731,geliebter,minnaar,,de,Substantiv,,direct,1436,9.20
5732,julien,,,,,,none,1436,9.20
5733,lauren,,,,,,none,1436,9.20
5734,ignoriert,,,,,,none,1436,9.20
5735,leslie,,,,,,none,1436,9.20
5736,zogen,trekken,,,Verb,ziehen,lemma,1435,9.19
5737,zahnarzt,tandarts,,de,Substantiv,,direct,1435,9.19
5738,gelitten,lijden,,,Verb,leiden,lemma,1435,9.19
5739,zutritt,toegang,,de,Substantiv,,direct,1434,9.18
5740,vergewaltigung,verkrachten,verkrachting,,Substantiv,,direct,1434,9.18
5741,drehe,omgeving,,de,Substantiv,,direct,1434,9.18
5742,ertrage,dragen,,,Verb,ertragen,lemma,1433,9.18
5743,andern,ander,,,,ander,lemma,1432,9.17
5744,streich,grap,,,Substantiv,,direct,1432,9.17
5745,kichert,grinniken,giechelen,,Verb,kichern,lemma,1432,9.17
5746,sternenflotte,,,,,,none,1431,9.16
5747,kreaturen,schepsel,,,Substantiv,Kreatur,lemma,1431,9.16
5748,reif,rijp,,,Adjektiv,,direct,1430,9.16
5749,übermorgen,overmorgen,,,Adverb,,direct,1430,9.16
5750,dicker,dikzak,,,Substantiv,,direct,1429,9.15
5751,got,,,,,,none,1429,9.15
5752,nest,nest,,,Substantiv,,direct,1429,9.15
5753,but,,,,,,none,1429,9.15
5754,angerichtet,aanrichten,,,Verb,anrichten,lemma,1429,9.15
5755,verklagen,aanklagen,,,Verb,,direct,1429,9.15
5756,helm,helm,,de,Substantiv,,direct,1428,9.14
5757,bingo,bingo,,,Substantiv,,direct,1428,9.14
5758,vergleichen,vergelijken,,,Verb,,direct,1428,9.14
5759,schweiz,Zwitserland,,het,Substantiv,,direct,1428,9.14
5760,bemerken,constateren,,,Verb,,direct,1428,9.14
5761,herbst,herfst,najaar,de,Substantiv,,direct,1427,9.14
5762,meredith,,,,,,none,1427,9.14
5763,zurückholen,,,,,,none,1427,9.14
5764,nazis,nazi,,,,Nazi,lemma,1427,9.14
5765,stamm,stam,,de,Substantiv,,direct,1427,9.14
5766,auswahl,keus,,,Substantiv,,direct,1427,9.14
5767,braves,braaf,,,Adjektiv,brav,lemma,1427,9.14
5768,sichergehen,,,,,,none,1426,9.13
5769,antreten,uitdagen,,,Verb,,direct,1426,9.13
5770,lester,,,,,,none,1426,9.13
5771,vorstand,raad van bestuur,,,Substantiv,,direct,1426,9.13
5772,sdi,,,,,,none,1425,9.12
5773,robbie,,,,,,none,1425,9.12
5774,organisieren,organiseren,,,Verb,,direct,1425,9.12
5775,tank,tank,,de,Substantiv,,direct,1424,9.12
5776,let,,,,,,none,1424,9.12
5777,besprechung,bespreking,,de,Substantiv,,direct,1424,9.12
5778,studium,studie,,,Substantiv,,direct,1423,9.11
5779,gossip,achterklap,,,Substantiv,,direct,1423,9.11
5780,kreditkarte,creditcard,kredietkaart,de,Substantiv,,direct,1423,9.11
5781,schwuchtel,nicht,,de,Substantiv,,direct,1423,9.11
5782,profil,profiel,,,Substantiv,,direct,1423,9.11
5783,donner,donder,,de,Substantiv,,direct,1423,9.11
5784,drake,,,,,,none,1422,9.11
5785,schrecken,gruwel,,,Substantiv,,direct,1422,9.11
5786,stall,stal,hok,de,Substantiv,,direct,1422,9.11
5787,saßen,,,,,,none,1422,9.11
5788,quitt,quitte,,,Adjektiv,,direct,1422,9.11
5789,hotels,hotel,,,Substantiv,Hotel,lemma,1421,9.10
5790,respektiere,respecteren,,,Verb,respektieren,lemma,1420,9.09
5791,kandidaten,kandidaat,,de,Substantiv,Kandidat,lemma,1420,9.09
5792,schulen,scholen,,,Verb,,direct,1419,9.09
5793,crane,,,,,,none,1419,9.09
5794,geschäftsmann,zakenman,,de,Substantiv,,direct,1418,9.08
5795,arnold,Arnold,,,Substantiv,,direct,1417,9.07
